m_code,m_name,m_unit
09012142,Stainless steel band : Mandibular NL39.5,ตัว
09012143,Stainless steel band : Mandibular NL40.5,ตัว
098802071003,Dopamine,กล่อง
090101070,Magnesium sulfate,หลอด
09013461,Copper-niti 0.0195 upper,กล่อง
09013462,Copper-niti 0.0195 lower,กล่อง
09013463,Copper-niti 0.0175 upper,กล่อง
09008240,Die spacer gold,ขวด
09006381,Mandibular body retracter,อัน
09014597,หัวยางขัดโลหะสีดำ,ตัว
09006361,seldin,อัน
09006370,Adson non tooth forcep,อัน
09006371,Adson toot forcep,อัน
09006372,Mayo hegar needle holder 15 cm.,อัน
09014527,Soflex refill ขนาดใหญ่ 1/2 (4931C),ถุง
09014528,Soflex refill ขนาดใหญ่ 1/2 (4931M),ถุง
09013464,Nickel titanium wire 0.012 upper,กล่อง
09013465,Nickel titanium wire 0.012 lower,กล่อง
09013466,Stainless steel wire 0.016 x 0.016 inch upper,กล่อง
09013467,Stainless steel wire 0.016 x 0.016 inch lower,กล่อง
09013468,titanium wire 0.016 x 0.016 inch upper,กล่อง
09013469,Band adhesive,ชุด
09013470,Metal primer,ขวด
090367047,Sulpha/Trimetho(Bactrim),ขวด
098810022005,Orkelax,เม็ด
090403029,Chlorpheniramine syrup,ขวด
09009339,Nylon 4/0 พร้อมเข็ม,กล่อง
09009340,Nylon 5/0 พร้อมเข็ม,กล่อง
09009341,Nylon 6/0 พร้อมเข็ม,กล่อง
090399523,แผ่นพลาสติกปิดแผล (Tegaderm-film),กล่อง
09009085,Medicut No.16,กล่อง
09009025,Medicut No.18,กล่อง
09002385,"ปากคีบสแตนเลส 6""",อัน
09002384,"ปากคีบสแตนเลส 8""",อัน
09004146,Naclear fast red 5 g,ขวด
09001192,Silicone light body Express (Quick),ชุด
09008243,ฟันพลาสติก Nissin,ซี่
09001193,V3 Ring Starter Pack,กล่อง
09001194,Sonicfill Intro Kit,ชุด
09001195,Multiflex Couping 460E,ชิ้น
09014603,C15P - FOOTBALL,ตัว
09014604,B71P-NEEDLESS,ตัว
09014605,C6P-NEEDLESS,ตัว
09014606,C6LF-NEEDLESS,ตัว
09014601,carbide round bur 021 HP,กล่อง
09014602,steel bur หัวมะยม,ตัว
09008241,เครื่องฉายแสงชนิดปากกาไร้สาย,เครื่อง
09002378,gutta percha point M two no.30,กล่อง
09002379,gutta percha point M two no.35,กล่อง
09002380,gutta percha point M two no.40,กล่อง
090399149,Artery clamp,อัน
09013471,Buccal tube hoder,ตัว
09013472,Ortho stripping disc,กล่อง
09013473,Cinch back plier,ตัว
09002386,Proteper Universal,กล่อง
09009342,Multilink n,ชุด
09013476,Mathieu forcep 1400-025,ตัว
09013477,Sliding stop 601-22,ห่อ
09013478,bondable molar bracket,ห่อ
09013479,Face mask reverse pull,กล่อง
09010104,Hand scaler sickel ฟันหน้า/หลัง,ตัว
09014607,หัวขัดยางสำหรับขันโลหะ สีเขียวก้านยาว,กล่อง
09015329,stirrer magnets bar 60x10 mm,อัน
09015330,stirrer magnets bar 40x8 mm,อัน
09015331,stirrer magnets bar 27x7 mm,อัน
09015332,stirrer magnets bar 10x6 mm,อัน
09013183,Posterior Band removing plier,ตัว
09013474,Anterior Debonding plier DSE231,ตัว
09013475,Posterior Debonding Plier,ตัว
09008244,Cement - Resin cement : Panavia Refill (Paste),ชุด
09008245,Panavia Refill (ED PRIMER),ชุด
09014599,Diamond finishing bur FG SF-D0943LT2,ตัว
09014600,Diamond finishing bur FG SF-D0937,ตัว
09010102,CARBON TIP PH1,ตัว
09002387,Endo Ice,ขวด
09006382,โมเดลสำหรับงาน Endo,อัน
09015328,Block ใส,อัน
09001196,5% Hydrofluoric acid,ขวด
09001197,Silane coupling agent,ขวด
09001198,เครื่องวัดอุณหภูมิร่างกาย,เครื่อง
09014570,Diamond bur 023 FG รูปรักบี้,ตัว
098803040005,Chlorpheniramine Injection 10mg/ml,แอมพลู
098805017009,Metronidazole Injection 500 mg,ไวแอล
09015333,McINDO Dressing Forceps 15 cm.,ชิ้น
09015334,Gillies Tissue Forceps,ชิ้น
09015335,Weitlaner Wullstein self retaining retractor,ชิ้น
09015336,Gillies Hooklet,ชิ้น
09003267,กระปุ่กทิ้งหัวเข็ม 3.2 ลิตร,อัน
09003268,กระปุ่กทิ้งหัวเข็ม 1.2 ลิตร,อัน
09005124,ยาชา Medicaine 2%,กล่อง
09008246,Tray พิมพ์ปาก,อัน
09005117,Prewash swarb,ห่อ
09005118,สำลีพันไม้,ซอง
09005119,Flushing set sterile,ห่อ
09005120,sterile packing gauze,ซอง
09003151,กอซพับ 4x4,ซอง
09005121,sterile OR towel,ซอง
09003264,Q bac 4 liQuid,ขวด
09003265,Q bac 2 W 300 ml,ขวด
09003266,Q bac liquid 600 ml,ขวด
090318020,สายยางซิลิโคน ขนาด 5*8 มม. 15 ม./ม้วน,ม้วน
090318021,สายยางซิลิโคน ขนาด 7*10 มม. 15ม./ม้วน,ม้วน
09013483,Face Masks Ttiple Layer molded,กล่อง
09003263,Sterile strip,กล่อง
09010101,probe rep;acement tip and handle,ชุด
09003169,Sodium perborate,กระป๋อง
09006383,โมเดลฟันสำหรับผู้ใหญ่,ชุด
09006384,โมเดลฟันสำหรับเด็ก,ชุด
09014588,carbide round long shank .023 Latch,ตัว
09013486,Bracket Mini MS V-Slot0.22,ชุด
09005125,รถเข็นผู้ป่วยแบบนั่ง,คัน
09004147,ห่อทดสอบทางชีวภาพแบบสำเร็จรูป,กล่อง
09014609,ผง Pumice หยาบ,กิโลกรัม
09014608,หัวขัดผ้า ขนาด 1 นิ้วพร้อม Mendrel,อัน
09006385,Nasopharynx airway 6.5 นิ้ว,ชิ้น
09013001,ลวด Stainless steel hard wire 0.7,ม้วน
09013484,ลวด Stainless steel wire 0.012 upper,กล่อง
09013485,ลวด Stainless steel wire 0.012 lower,กล่อง
09004148,น้ำยาล้างทำความสะอาดเครื่องมือทางการแพทย์ i-bio,แกลลอน
09004149,น้ำยาล้างทำความสะอาดเครื่องมือทางการแพทย์ pana spray plus,กระป๋อง
09008250,Acrylic resin (Self-cure),ชุด
09001199,Calcium hydroxide paste (Ultra cal XS),ชุด
09008249,non-impergnated knitted retraction cord No.0,หลอด
09014529,soflex refill ขนาดใหญ่ 1/2 (4931F),ถุง
09006389,Oral tube No.4.0,อัน
09006390,Oral tube No.4.5,อัน
09006391,Oral tube No.5.0,อัน
09006392,Oral tube No.5.5,อัน
09006393,Oral tube No.8.0,อัน
09013492,Mode base former Large upper,อัน
09013493,Mode dase former Large lower,อัน
09013488,Prefromed Ni Ti Wire 0.012 upper,แพค/ห่อ
09013489,Prefromed Ni Ti Wire 0.012 lower,แพค/ห่อ
09013490,Prefromed Ni Ti Wire 0.016x0.016 upper,แพค/ห่อ
09013491,Prefromed Ni Ti Wire 0.016x0.016 lower,แพค/ห่อ
09001083,Sealant ESPE Climpro TM Sealant,หลอด
09002388,hyflex EDM 21 mm.,กล่อง
09002389,hyflex EDM no.25,กล่อง
09014615,Dialux bleu ไขสำหรับขัดมัน,ก้อน
09004154,"Ethanol absolute, 99.9% AR",ขวด
09004152,"Bio mount,500 ml",ขวด
09004153,staining jar pc slide,ชุด
09015340,Microtome blades35,กล่อง
09004150,10% Neutral buffered formalin 1 L,ขวด
09004151,Biodec R 2.5 L,ขวด
090315002,บีกเกอร์ 600 ml,เมกะโวลต์แอมแปร์
09014613,Soflex ขนาดเล็ก 3/8 (4931m),ถุง
09014614,Soflex ขนาดเล็ก 3/8 (4931F),ถุง
09013494,Molar band Seater,ตัว
09003269,Tegretol 200mg,เม็ด
09003270,Tegretol 400 mg,เม็ด
09003271,Zinc 25 mg,เม็ด
098804072001,Gabapentin 300 mg,กล่อง
09015338,Magnetic bar 5x3 mm.,แพค/ห่อ
09015339,Magnetic bar 10x3 mm.,แพค/ห่อ
09006388,mendrel,อัน
09014611,ชุดดูดซับไอพิษสารเคมี,ชุด
09014612,ชุดดักกลิ่นท่อระบายน้ำทิ้งจากอ่างซิงค์,ชุด
099999384,เครื่องมือซ่อมหัวกรอ,ชุด
09010105,Tip No.1(SLIM),อัน
09010106,Universal autoclavable wrench,อัน
09010107,HP Suppor P5 next,อัน
09014616,หัวกรอละเอียดพร้อมมัลเดลสำหรับกรอเฝือกสบฟัน,ชุด
090399273,ถุงมือ PVC ล้างเครื่องมือ,คู่
09006394,Silicone mouth prob เด็ก,คู่
09006395,Silicone mouth prob ผู้ใหญ่,คู่
09014617,Carbide taper long shank bur 012 HP,กล่อง
09014619,Carbide taper long shank bur 021 HP,กล่อง
09014621,Carbide instrument C71040,ตัว
09014622,Carbide instrument C71050,ตัว
09014623,Carbide instrument C79040,ตัว
09014624,Carbide instrument C79045,ตัว
09014625,Carbide instrument C79060,ตัว
09006040,"Needle for irrigation No.23 (1 1/2"")",กล่อง
09006042,"Needle for irrigation No.25 (1 1/2"")",กล่อง
09015277,Latex tube drain,ม้วน
09014626,หัว Composhape หัวรักบี้คาดเหลือง,ตัว
09008251,Acrylic resin self cure ผง,กระป๋อง
09002392,K3 Files 21 mm. Taper 04/TIP25,กล่อง
09002393,K3 Files 21 mm. Taper 04/TIP30,กล่อง
09002394,K3 Files 21 mm. Taper 04/TIP40,กล่อง
09002395,K3 Files 21 mm. Taper 06/TIP25,กล่อง
09002396,K3 Files 21 mm. Taper 06/TIP30,กล่อง
09002397,K3 Files 21 mm. Taper 06/TIP35,กล่อง
09002398,K3 Files 21 mm. Taper 06/TIP40,กล่อง
09002399,K3 Files 21 mm. Taper 06/TIP45,กล่อง
09002400,K3 Files 25 mm. Taper 04/TIP25,กล่อง
09002401,K3 Files 25 mm. Taper 04/TIP30,กล่อง
09002402,K3 Files 25 mm. Taper 04/TIP35,กล่อง
09002403,K3 Files 25 mm. Taper 04/TIP40,กล่อง
09002404,K3 Files 25 mm. Taper 04/TIP50,กล่อง
09014629,Carbide round bur 027/104,ตัว
09014630,Carbide round bur 031/104,ตัว
09014631,Carbide round bur 035/104,ตัว
09014632,Carbide round bur 040/104,ตัว
09014633,Carbide round bur 050/104,ตัว
09014634,Acrylic carbide bur หัวมะเฟือง CC79/040,ตัว
09014635,Acrylic carbide bur หัวมะเฟือง CC251/0600,ตัว
09014636,Acrylic carbide bur หัวมะเฟือง CC251cx/060,ตัว
09016087,Mini plate 16 hole,ตัว
09016089,mini L plate 4 hole Rt.,ตัว
09016090,mini plate 4 hole Lt.,ตัว
09001201,Palodent V3 sectional,ชุด
09003273,เทปพันยืดหยุ่น Nexcare first aid,ม้วน
09003274,ผ้าปิดแผลนีโอเทป Zinc-cxide plater,ม้วน
09003272,Nasolin PL,เม็ด
09006159,Crown & Bridge Preparation,ชุด
09006401,Tokuyama สีชมพู,ชุด
09015337,กล่องใส่ลวดจัดฟัน,กล่อง
09015343,กล่องใส่ C-chain,กล่อง
09006396,Syringe Irrigate,อัน
09006397,NG Tube NO.14,กล่อง
09006398,NG Tube NO.16,กล่อง
09006399,ชุดทำความสะอาดช่องปาก,ชุด
09002405,K-Flex file 30 mm.No.15,กล่อง
09002406,K-Flex file 30 mm.No.20,กล่อง
09002407,K-Flex 30 mm.No.25,กล่อง
09002408,K-Flex file 30 mm.No.30,กล่อง
09002409,K-Flex file 30 mm.No.40,กล่อง
09002410,K-Flex  30 mm.No.45,กล่อง
09002411,K-Flex file 30 mm.No.50,กล่อง
09002412,K-Flex file 30 mm.No.55,กล่อง
09002413,K-Flex file 30 mm.No.60,กล่อง
09002414,K-Flex file 30 mm.No.70,กล่อง
09002415,K-Flex file 30 mm.No.80,กล่อง
09014637,Carbide round bur.023 FG,ตัว
09001202,Ionosis,ชุด
090399274,แว่นตา DELIGHT เลนส์ใส Anti-Fog,อัน
09008253,GC plaque indicator kit,หลอด
09008255,Gingival retraction cord without epinephrine No.00,หลอด
09013499,close coil spring superelastic niti (light force) เส้นผ่าศูนย์กลาง .010x.030 นิ้ว ยาว 12 mm.,กล่อง
09006402,Clinpro (TM) ) vanish (3M),ชุด
09015344,กล่องใส่ Retainer,กล่อง
09006400,Slim-line tip,ชุด
09007060,Alginate adhesive,ขวด
09007058,Luxateme Star,ชุด
09007059,LuxaBite,ชุด
098819001027,dettol,แกลลอน
09007061,Single bond universal,ขวด
09009344,Special forceps 88R,ตัว
09009345,Special forceps 88L,ตัว
09013495,Hook plice Toc-04-0304,ตัว
09016091,Lunaitschek 1.8,ตัว
09016092,Luniatscheck 2.5,ตัว
09009343,Nylon 3/0 พร้อมเข็ม,กล่อง
09006403,Oropharyngeal airway เบอร์2,อัน
09006404,Oropharyngeal airway เบอร์3,อัน
09006405,Oropharyngeal airway เบอร์4,อัน
09002418,K-file 31 mm no.90,กล่อง
09001185,Matrix Sectional,ชุด
09001205,คอมโพสิต G-anial Syring A1,หลอด
09001206,คอมโพสิต G-anial Syring A2,หลอด
09001207,คอมโพสิต G-anial Syring A3,หลอด
09001208,คอมโพสิต G-anial Syring A3.5,หลอด
09001209,คอมโพสิต G-anial Syring A4,หลอด
09001210,คอมโพสิต G-anial Syring P-A2,หลอด
09001211,คอมโพสิต G-anial Syring P-A3,หลอด
09008256,น้ำยาขจัดสนิม Pose,ชุด
09014641,Diamond round bur long .010 FG,ตัว
09014642,Diamond round bur long .012 FG,ตัว
09005126,Disposible resin applicator,กล่อง
09004155,0.9 nss 10 ml./amp,กล่อง
09004052,Root canal lubicant : RC prep,หลอด
09001020,Glass Ionomer LC for filling- ทั้งชุด ยี่ห้อ Fuji VII,ชุด
09003275,Amiodarone 150 mg/ml.,หลอด
09014643,Acrylic bur สีชมพู รูปดอกบัว ขนาดกลาง,ตัว
09013500,Copper-niti 0.0175 lower,กล่อง
09013501,"Intraoral elastic band 1/4"" 4.5 oz (100วง/ซอง)",ซอง
